,geometry,peoples
14,"POLYGON ((36.82997387814501 55.49010169297522, 36.82660656267617 55.48570299618574, 36.83103456282261 55.48181020306014, 36.83882977399026 55.48231565661795, 36.84219846529563 55.48671423391999, 36.83777056978392 55.49060747718229, 36.82997387814501 55.49010169297522))",0.0
15,"POLYGON ((36.82997387814501 55.49010169297522, 36.83777056978392 55.49060747718229, 36.84113979385164 55.49500609598467, 36.8367109500571 55.49889905009602, 36.82891277739042 55.49839293523913, 36.82554492973323 55.49399419695133, 36.82997387814501 55.49010169297522))",0.0
16,"POLYGON ((36.83296762797281 55.43595060659958, 36.83633175358755 55.44034905078531, 36.83190848877199 55.44424328706724, 36.82412099408248 55.44373862904032, 36.82075824134313 55.43934006557633, 36.8251816102315 55.43544627938693, 36.83296762797281 55.43595060659958))",0.0
17,"POLYGON ((36.83296762797281 55.43595060659958, 36.83738994691961 55.43205608220481, 36.84517628692913 55.4325595518801, 36.84854178494407 55.43695787656505, 36.84411957073576 55.44085285110605, 36.83633175358755 55.44034905078531, 36.83296762797281 55.43595060659958))",0.0
18,"POLYGON ((36.83315468492247 55.46522648165554, 36.82872858010681 55.46911985256195, 36.82093665124436 55.46861420208796, 36.81757230599693 55.46421551155452, 36.82199851483256 55.46032259073576, 36.82978896508234 55.46082791039338, 36.83315468492247 55.46522648165554))",0.0
19,"POLYGON ((36.83315468492247 55.46522648165554, 36.82978896508234 55.46082791039338, 36.83421412283209 55.45693425085565, 36.84200489592192 55.45743871246933, 36.84537198987883 55.46183716423756, 36.8409469368159 55.46573127391663, 36.83315468492247 55.46522648165554))",0.0
20,"POLYGON ((36.83315468492247 55.46522648165554, 36.8409469368159 55.46573127391663, 36.84431456306595 55.47012976770161, 36.83988856291977 55.4740235887478, 36.83209483166718 55.47351846583867, 36.82872858010681 55.46911985256195, 36.83315468492247 55.46522648165554))",0.0
21,"POLYGON ((36.83508466230171 55.41936450978026, 36.83950509070645 55.41546940967856, 36.84728847810133 55.41597221806508, 36.85065291293555 55.42037045716675, 36.84623258930355 55.42426600741805, 36.83844772587834 55.42376286838751, 36.83508466230171 55.41936450978026))",0.0
22,"POLYGON ((36.83527314563938 55.44864177378393, 36.84306244048094 55.44914590475081, 36.84642900230099 55.45354431433013, 36.84200489592192 55.45743871246933, 36.83421412283209 55.45693425085565, 36.83084893455625 55.45253572178017, 36.83527314563938 55.44864177378393))",0.0
23,"POLYGON ((36.8367109500571 55.49889905009602, 36.84008070704368 55.50329771022667, 36.835650914566 55.50719037501445, 36.82785126031472 55.5066839295072, 36.82448288031298 55.50228514989318, 36.82891277739042 55.49839293523913, 36.8367109500571 55.49889905009602))",0.0
24,"POLYGON ((36.8367109500571 55.49889905009602, 36.84113979385164 55.49500609598467, 36.8489382895516 55.49551135184712, 36.85230942304551 55.49990989227154, 36.84788068451945 55.50380329657033, 36.84008070704368 55.50329771022667, 36.8367109500571 55.49889905009602))",0.0
25,"POLYGON ((36.83882977399026 55.48231565661795, 36.83103456282261 55.48181020306014, 36.82766777938602 55.47741154794101, 36.83209483166718 55.47351846583867, 36.83988856291977 55.4740235887478, 36.84325672161929 55.47842212437735, 36.83882977399026 55.48231565661795))",0.0
26,"POLYGON ((36.83882977399026 55.48231565661795, 36.84325672161929 55.47842212437735, 36.85105225543825 55.47892671927902, 36.8544223221032 55.48332517687081, 36.84999547977679 55.48721915930179, 36.84219846529563 55.48671423391999, 36.83882977399026 55.48231565661795))",0.0
27,"POLYGON ((36.84411957073576 55.44085285110605, 36.84748560057518 55.44525121832427, 36.84306244048094 55.44914590475081, 36.83527314563938 55.44864177378393, 36.83190848877199 55.44424328706724, 36.83633175358755 55.44034905078531, 36.84411957073576 55.44085285110605))",0.0
28,"POLYGON ((36.84411957073576 55.44085285110605, 36.84854178494407 55.43695787656505, 36.85632992379129 55.43746081907467, 36.85969732612701 55.44185906657194, 36.85527521730589 55.44575449131111, 36.84748560057518 55.44525121832427, 36.84411957073576 55.44085285110605))",0.0
29,"POLYGON ((36.84623258930355 55.42426600741805, 36.8495975556501 55.42866428939748, 36.84517628692913 55.4325595518801, 36.83738994691961 55.43205608220481, 36.83402635240176 55.42765768072223, 36.83844772587834 55.42376286838751, 36.84623258930355 55.42426600741805))",0.0
30,"POLYGON ((36.84623258930355 55.42426600741805, 36.85065291293555 55.42037045716675, 36.85843809767986 55.42087273872399, 36.86180443537992 55.42527090097784, 36.85738421716862 55.42916690143059, 36.8495975556501 55.42866428939748, 36.84623258930355 55.42426600741805))",0.0
31,"POLYGON ((36.84728847810133 55.41597221806508, 36.83950509070645 55.41546940967856, 36.83614255791539 55.41107109411886, 36.84056204164627 55.40717570642313, 36.84834395356462 55.40767818416634, 36.85170785704248 55.41207638021802, 36.84728847810133 55.41597221806508))",0.0
32,"POLYGON ((36.84854178494407 55.43695787656505, 36.84517628692913 55.4325595518801, 36.8495975556501 55.42866428939748, 36.85738421716862 55.42916690143059, 36.86075108710829 55.43356510639229, 36.85632992379129 55.43746081907467, 36.84854178494407 55.43695787656505))",0.0
33,"POLYGON ((36.8489382895516 55.49551135184712, 36.84113979385164 55.49500609598467, 36.83777056978392 55.49060747718229, 36.84219846529563 55.48671423391999, 36.84999547977679 55.48721915930179, 36.85336607977776 55.49161765839594, 36.8489382895516 55.49551135184712))",0.0
34,"POLYGON ((36.8489382895516 55.49551135184712, 36.85336607977776 55.49161765839594, 36.86116489774824 55.49212205515871, 36.8645374072717 55.49652047565404, 36.86010972298255 55.50041461934627, 36.85230942304551 55.49990989227154, 36.8489382895516 55.49551135184712))",0.0
35,"POLYGON ((36.85065291293555 55.42037045716675, 36.84728847810133 55.41597221806508, 36.85170785704248 55.41207638021802, 36.85949156556676 55.41257833130008, 36.86285737118358 55.41697645067381, 36.85843809767986 55.42087273872399, 36.85065291293555 55.42037045716675))",0.0
36,"POLYGON ((36.85105225543825 55.47892671927902, 36.84325672161929 55.47842212437735, 36.83988856291977 55.4740235887478, 36.84431456306595 55.47012976770161, 36.85210861677909 55.47063403212368, 36.85547815026482 55.47503244804092, 36.85105225543825 55.47892671927902))",0.0
37,"POLYGON ((36.85230942304551 55.49990989227154, 36.86010972298255 55.50041461934627, 36.86348276673002 55.50481308100161, 36.85905413412425 55.50870693553999, 36.85125235166321 55.50820187815285, 36.84788068451945 55.50380329657033, 36.85230942304551 55.49990989227154))",0.0
38,"POLYGON ((36.85276238821275 55.40378205889652, 36.86054462107091 55.40428367950409, 36.86390989476083 55.40868175582542, 36.85949156556676 55.41257833130008, 36.85170785704248 55.41207638021802, 36.84834395356462 55.40767818416634, 36.85276238821275 55.40378205889652))",0.0
39,"POLYGON ((36.85316456404222 55.46234109818059, 36.84537198987883 55.46183716423756, 36.84200489592192 55.45743871246933, 36.84642900230099 55.45354431433013, 36.85422009747031 55.45404791779474, 36.85758856506776 55.45844624984642, 36.85316456404222 55.46234109818059))",0.0
40,"POLYGON ((36.8544223221032 55.48332517687081, 36.86221965866423 55.48382924332211, 36.86559163412095 55.48822762248528, 36.86116489774824 55.49212205515871, 36.85336607977776 55.49161765839594, 36.84999547977679 55.48721915930179, 36.8544223221032 55.48332517687081))",0.0
41,"POLYGON ((36.85527521730589 55.44575449131111, 36.8586431521942 55.45015278117167, 36.85422009747031 55.45404791779474, 36.84642900230099 55.45354431433013, 36.84306244048094 55.44914590475081, 36.84748560057518 55.44525121832427, 36.85527521730589 55.44575449131111))",0.0
42,"POLYGON ((36.85527521730589 55.44575449131111, 36.85969732612701 55.44185906657194, 36.86748726398676 55.44236148147389, 36.87085657146705 55.44675965139319, 36.86643456868243 55.45065552638238, 36.8586431521942 55.45015278117167, 36.85527521730589 55.44575449131111))",0.0
43,"POLYGON ((36.85653356450545 55.46673947225115, 36.85210861677909 55.47063403212368, 36.84431456306595 55.47012976770161, 36.8409469368159 55.46573127391663, 36.84537198987883 55.46183716423756, 36.85316456404222 55.46234109818059, 36.85653356450545 55.46673947225115))",0.0
44,"POLYGON ((36.85653356450545 55.46673947225115, 36.85316456404222 55.46234109818059, 36.85758856506776 55.45844624984642, 36.86538146074008 55.45894932536645, 36.86875183493974 55.4633475795, 36.86432793991771 55.46724287808109, 36.85653356450545 55.46673947225115))",0.0
45,"POLYGON ((36.85653356450545 55.46673947225115, 36.86432793991771 55.46724287808109, 36.8676988477126 55.47164117406336, 36.86327400597321 55.47553618418128, 36.85547815026482 55.47503244804092, 36.85210861677909 55.47063403212368, 36.85653356450545 55.46673947225115))",0.0
46,"POLYGON ((36.8586431521942 55.45015278117167, 36.86643456868243 55.45065552638238, 36.86980440944393 55.45505373849492, 36.86538146074008 55.45894932536645, 36.85758856506776 55.45844624984642, 36.85422009747031 55.45404791779474, 36.8586431521942 55.45015278117167))",0.0
47,"POLYGON ((36.85969732612701 55.44185906657194, 36.85632992379129 55.43746081907467, 36.86075108710829 55.43356510639229, 36.86853954689481 55.43406719098606, 36.87190832125083 55.43846531853988, 36.86748726398676 55.44236148147389, 36.85969732612701 55.44185906657194))",0.0
48,"POLYGON ((36.86054462107091 55.40428367950409, 36.86496200635295 55.400386816778, 36.87274455939304 55.40088758014551, 36.87611120282001 55.4052855365142, 36.87169392365618 55.40918284949854, 36.86390989476083 55.40868175582542, 36.86054462107091 55.40428367950409))",0.0
49,"POLYGON ((36.86116489774824 55.49212205515871, 36.86559163412095 55.48822762248528, 36.87339077359919 55.48873116004329, 36.87676465867413 55.49312946038678, 36.87233802890685 55.49702434335468, 36.8645374072717 55.49652047565404, 36.86116489774824 55.49212205515871))",0.0
50,"POLYGON ((36.86180443537992 55.42527090097784, 36.86959141764817 55.4257726552641, 36.87295965903678 55.4301707402801, 36.86853954689481 55.43406719098606, 36.86075108710829 55.43356510639229, 36.85738421716862 55.42916690143059, 36.86180443537992 55.42527090097784))",0.0
51,"POLYGON ((36.86327400597321 55.47553618418128, 36.86664544752043 55.47993452184011, 36.86221965866423 55.48382924332211, 36.8544223221032 55.48332517687081, 36.85105225543825 55.47892671927902, 36.85547815026482 55.47503244804092, 36.86327400597321 55.47553618418128))",0.0
52,"POLYGON ((36.86327400597321 55.47553618418128, 36.8676988477126 55.47164117406336, 36.87549502454858 55.47214405133752, 36.87886784050049 55.47654226884072, 36.87444310539907 55.48043772925597, 36.86664544752043 55.47993452184011, 36.86327400597321 55.47553618418128))",0.0
53,"POLYGON ((36.8645374072717 55.49652047565404, 36.87233802890685 55.49702434335468, 36.87571244877971 55.50142268486, 36.87128487107963 55.5053172788453, 36.86348276673002 55.50481308100161, 36.86010972298255 55.50041461934627, 36.8645374072717 55.49652047565404))",0.0
54,"POLYGON ((36.86601370620111 55.39209163387685, 36.86159726443365 55.3959887836814, 36.85381650668805 55.39548749354759, 36.85045366545523 55.39108938411274, 36.85487021270992 55.38719268451652, 36.86264949589622 55.38769364417732, 36.86601370620111 55.39209163387685))",0.0
55,"POLYGON ((36.86643456868243 55.45065552638238, 36.87085657146705 55.44675965139319, 36.87864830851372 55.44726153824528, 36.88201952196239 55.45165963019617, 36.87759762586422 55.45555595548718, 36.86980440944393 55.45505373849492, 36.86643456868243 55.45065552638238))",0.0
56,"POLYGON ((36.86664544752043 55.47993452184011, 36.87444310539907 55.48043772925597, 36.87781645583369 55.48483598826542, 36.87339077359919 55.48873116004329, 36.86559163412095 55.48822762248528, 36.86221965866423 55.48382924332211, 36.86664544752043 55.47993452184011))",0.0
57,"POLYGON ((36.86811587162907 55.37550053789516, 36.87589400042446 55.37600031035015, 36.87925904729939 55.38039813652029, 36.87484459753663 55.38429631022588, 36.86706499454623 55.38379620746743, 36.86370131569959 55.37939826133733, 36.86811587162907 55.37550053789516))",0.0
58,"POLYGON ((36.86959141764817 55.4257726552641, 36.86180443537992 55.42527090097784, 36.85843809767986 55.42087273872399, 36.86285737118358 55.41697645067381, 36.87064287648823 55.41747787465317, 36.87401058506624 55.42187591695905, 36.86959141764817 55.4257726552641))",0.0
59,"POLYGON ((36.86959141764817 55.4257726552641, 36.87401058506624 55.42187591695905, 36.88179788732509 55.422376813394, 36.88516749968657 55.42677477824193, 36.88074843900304 55.43067196685352, 36.87295965903678 55.4301707402801, 36.86959141764817 55.4257726552641))",0.0
60,"POLYGON ((36.86980440944393 55.45505373849492, 36.87759762586422 55.45555595548718, 36.88096937332325 55.45995408946111, 36.87654653128971 55.46385012663293, 36.86875183493974 55.4633475795, 36.86538146074008 55.45894932536645, 36.86980440944393 55.45505373849492))",0.0
61,"POLYGON ((36.87064287648823 55.41747787465317, 36.86285737118358 55.41697645067381, 36.85949156556676 55.41257833130008, 36.86390989476083 55.40868175582542, 36.87169392365618 55.40918284949854, 36.87506109958031 55.41358084892201, 36.87064287648823 55.41747787465317))",0.0
62,"POLYGON ((36.87064287648823 55.41747787465317, 36.87506109958031 55.41358084892201, 36.88284692468658 55.41408141521907, 36.88621600366673 55.41847933735468, 36.88179788732509 55.422376813394, 36.87401058506624 55.42187591695905, 36.87064287648823 55.41747787465317))",0.0
63,"POLYGON ((36.87274455939304 55.40088758014551, 36.86496200635295 55.400386816778, 36.86159726443365 55.3959887836814, 36.86601370620111 55.39209163387685, 36.87379478393966 55.39259206693949, 36.87716089502607 55.39698998008105, 36.87274455939304 55.40088758014551))",0.0
64,"POLYGON ((36.87274455939304 55.40088758014551, 36.87716089502607 55.39698998008105, 36.88494376749025 55.39748988610427, 36.88831178017895 55.40188772229809, 36.88389555132814 55.40578577267404, 36.87611120282001 55.4052855365142, 36.87274455939304 55.40088758014551))",0.0
65,"POLYGON ((36.87611120282001 55.4052855365142, 36.88389555132814 55.40578577267404, 36.88726409708406 55.41018365192495, 36.88284692468658 55.41408141521907, 36.87506109958031 55.41358084892201, 36.87169392365618 55.40918284949854, 36.87611120282001 55.4052855365142))",0.0
66,"POLYGON ((36.87654653128971 55.46385012663293, 36.87991881291644 55.46824830245762, 36.87549502454858 55.47214405133752, 36.8676988477126 55.47164117406336, 36.86432793991771 55.46724287808109, 36.86875183493974 55.4633475795, 36.87654653128971 55.46385012663293))",0.0
67,"POLYGON ((36.87654653128971 55.46385012663293, 36.88096937332325 55.45995408946111, 36.88876438984958 55.46045577779243, 36.89213804483052 55.46485383323691, 36.88771531011822 55.46875032076082, 36.87991881291644 55.46824830245762, 36.87654653128971 55.46385012663293))",0.0
68,"POLYGON ((36.87676465867413 55.49312946038678, 36.88456560124423 55.49363246860837, 36.88794139676385 55.49803068974089, 36.88351487425428 55.50192602305519, 36.87571244877971 55.50142268486, 36.87233802890685 55.49702434335468, 36.87676465867413 55.49312946038678))",0.0
69,"POLYGON ((36.8769429928434 55.3677040676579, 36.88135555832272 55.36380532100367, 36.8891325321467 55.36430390648727, 36.89249841413569 55.3687015687285, 36.88808595550159 55.37260076570114, 36.88030750784726 55.37210185008368, 36.8769429928434 55.3677040676579))",0.0
70,"POLYGON ((36.87821017643906 55.3886941799679, 36.87379478393966 55.39259206693949, 36.86601370620111 55.39209163387685, 36.86264949589622 55.38769364417732, 36.86706499454623 55.38379620746743, 36.87484459753663 55.38429631022588, 36.87821017643906 55.3886941799679))",0.0
71,"POLYGON ((36.87969857947957 55.43896687525233, 36.87190832125083 55.43846531853988, 36.86853954689481 55.43406719098606, 36.87295965903678 55.4301707402801, 36.88074843900304 55.43067196685352, 36.88411858490301 55.43506997424142, 36.87969857947957 55.43896687525233))",0.0
72,"POLYGON ((36.87969857947957 55.43896687525233, 36.88306925907528 55.44336492500791, 36.87864830851372 55.44726153824528, 36.87085657146705 55.44675965139319, 36.86748726398676 55.44236148147389, 36.87190832125083 55.43846531853988, 36.87969857947957 55.43896687525233))",0.0
73,"POLYGON ((36.87969857947957 55.43896687525233, 36.88411858490301 55.43506997424142, 36.89190916274075 55.43557067265998, 36.89528121397498 55.43996860202935, 36.89086131591991 55.44386595339687, 36.88306925907528 55.44336492500791, 36.87969857947957 55.43896687525233))",0.0
74,"POLYGON ((36.87991881291644 55.46824830245762, 36.88771531011822 55.46875032076082, 36.89108949999695 55.47314841788576, 36.88666581893451 55.47704461711628, 36.87886784050049 55.47654226884072, 36.87549502454858 55.47214405133752, 36.87991881291644 55.46824830245762))",0.0
75,"POLYGON ((36.88074843900304 55.43067196685352, 36.88516749968657 55.42677477824193, 36.89295659907298 55.42727514669062, 36.89632811604029 55.43167303369025, 36.89190916274075 55.43557067265998, 36.88411858490301 55.43506997424142, 36.88074843900304 55.43067196685352))",0.0
76,"POLYGON ((36.88179788732509 55.422376813394, 36.88621600366673 55.41847933735468, 36.89400362515705 55.41897937583403, 36.89737460801504 55.42337722029155, 36.89295659907298 55.42727514669062, 36.88516749968657 55.42677477824193, 36.88179788732509 55.422376813394))",0.0
77,"POLYGON ((36.88246373484526 55.51021932950948, 36.87465982590813 55.50971566134027, 36.87128487107963 55.5053172788453, 36.87571244877971 55.50142268486, 36.88351487425428 55.50192602305519, 36.88689120530357 55.50632428517912, 36.88246373484526 55.51021932950948))",0.0
78,"POLYGON ((36.88284692468658 55.41408141521907, 36.88726409708406 55.41018365192495, 36.89505024123321 55.41068336043556, 36.8984206901394 55.41508116217858, 36.89400362515705 55.41897937583403, 36.88621600366673 55.41847933735468, 36.88284692468658 55.41408141521907))",0.0
79,"POLYGON ((36.88306925907528 55.44336492500791, 36.89086131591991 55.44386595339687, 36.89423390157868 55.4482639249636, 36.8898130583698 55.45216098855604, 36.88201952196239 55.45165963019617, 36.87864830851372 55.44726153824528, 36.88306925907528 55.44336492500791))",0.0
80,"POLYGON ((36.88389555132814 55.40578577267404, 36.88831178017895 55.40188772229809, 36.89609644754159 55.40238710084056, 36.89946636265341 55.40678485969663, 36.89505024123321 55.41068336043556, 36.88726409708406 55.41018365192495, 36.88389555132814 55.40578577267404))",0.0
81,"POLYGON ((36.88561591605705 55.48533866651375, 36.87781645583369 55.48483598826542, 36.87444310539907 55.48043772925597, 36.87886784050049 55.47654226884072, 36.88666581893451 55.47704461711628, 36.89004054386892 55.48144275574932, 36.88561591605705 55.48533866651375))",0.0
82,"POLYGON ((36.88561591605705 55.48533866651375, 36.88899117620506 55.48973684648267, 36.88456560124423 55.49363246860837, 36.87676465867413 55.49312946038678, 36.87339077359919 55.48873116004329, 36.87781645583369 55.48483598826542, 36.88561591605705 55.48533866651375))",0.0
83,"POLYGON ((36.88561591605705 55.48533866651375, 36.89004054386892 55.48144275574932, 36.89784032407471 55.48194457458333, 36.90121695881716 55.48634263395496, 36.89679243894705 55.49023899512041, 36.88899117620506 55.48973684648267, 36.88561591605705 55.48533866651375))",0.0
84,"POLYGON ((36.88703896933698 55.38089738227233, 36.89040591636211 55.38529513183472, 36.88599157341315 55.3891937558552, 36.87821017643906 55.3886941799679, 36.87484459753663 55.38429631022588, 36.87925904729939 55.38039813652029, 36.88703896933698 55.38089738227233))",0.0
85,"POLYGON ((36.88899117620506 55.48973684648267, 36.89679243894705 55.49023899512041, 36.90016960963448 55.4946370956574, 36.89574414259988 55.49853316818276, 36.88794139676385 55.49803068974089, 36.88456560124423 55.49363246860837, 36.88899117620506 55.48973684648267))",0.0
86,"POLYGON ((36.88935905319163 55.39359154881954, 36.88494376749025 55.39748988610427, 36.87716089502607 55.39698998008105, 36.87379478393966 55.39259206693949, 36.87821017643906 55.3886941799679, 36.88599157341315 55.3891937558552, 36.88935905319163 55.39359154881954))",0.0
87,"POLYGON ((36.8898130583698 55.45216098855604, 36.89318617861078 55.45655900214783, 36.88876438984958 55.46045577779243, 36.88096937332325 55.45995408946111, 36.87759762586422 55.45555595548718, 36.88201952196239 55.45165963019617, 36.8898130583698 55.45216098855604))",0.0
88,"POLYGON ((36.8898130583698 55.45216098855604, 36.89423390157868 55.4482639249636, 36.90202775721233 55.44876442458673, 36.90540224975761 55.45316231757389, 36.9009815145522 55.45705983157303, 36.89318617861078 55.45655900214783, 36.8898130583698 55.45216098855604))",0.0
89,"POLYGON ((36.89086131591991 55.44386595339687, 36.89528121397498 55.43996860202935, 36.90307358985719 55.44046877185088, 36.90644754724861 55.44486662281103, 36.90202775721233 55.44876442458673, 36.89423390157868 55.4482639249636, 36.89086131591991 55.44386595339687))",0.0
90,"POLYGON ((36.89145236993026 55.37699847168919, 36.88703896933698 55.38089738227233, 36.87925904729939 55.38039813652029, 36.87589400042446 55.37600031035015, 36.88030750784726 55.37210185008368, 36.88808595550159 55.37260076570114, 36.89145236993026 55.37699847168919))",0.0
91,"POLYGON ((36.89190916274075 55.43557067265998, 36.89632811604029 55.43167303369025, 36.90411901272707 55.43217287371066, 36.90749243512269 55.43657068247143, 36.90307358985719 55.44046877185088, 36.89528121397498 55.43996860202935, 36.89190916274075 55.43557067265998))",0.0
92,"POLYGON ((36.89295659907298 55.42727514669062, 36.89737460801504 55.42337722029155, 36.90516402606208 55.42387673051135, 36.90853691361983 55.42827449690034, 36.90411901272707 55.43217287371066, 36.89632811604029 55.43167303369025, 36.89295659907298 55.42727514669062))",0.0
93,"POLYGON ((36.89318617861078 55.45655900214783, 36.9009815145522 55.45705983157303, 36.90435654240947 55.46145776641481, 36.89993486163637 55.46535499246461, 36.89213804483052 55.46485383323691, 36.88876438984958 55.46045577779243, 36.89318617861078 55.45655900214783))",0.0
94,"POLYGON ((36.89469543479188 55.50682709342544, 36.88689120530357 55.50632428517912, 36.88351487425428 55.50192602305519, 36.88794139676385 55.49803068974089, 36.89574414259988 55.49853316818276, 36.89912184939076 55.50293130971281, 36.89469543479188 55.50682709342544))",0.0
95,"POLYGON ((36.89609644754159 55.40238710084056, 36.90051162579692 55.39848831319114, 36.90829661125594 55.39898683401232, 36.91166789524748 55.40338447225137, 36.90725282508689 55.40728371031676, 36.89946636265341 55.40678485969663, 36.89609644754159 55.40238710084056))",0.0
96,"POLYGON ((36.89714224432212 55.39409059739443, 36.90051162579692 55.39848831319114, 36.89609644754159 55.40238710084056, 36.88831178017895 55.40188772229809, 36.88494376749025 55.39748988610427, 36.88935905319163 55.39359154881954, 36.89714224432212 55.39409059739443))",0.0
97,"POLYGON ((36.89714224432212 55.39409059739443, 36.90155647980959 55.39019152300764, 36.90933998884864 55.39068971403035, 36.91271073863363 55.39508730920785, 36.90829661125594 55.39898683401232, 36.90051162579692 55.39848831319114, 36.89714224432212 55.39409059739443))",0.0
98,"POLYGON ((36.89784032407471 55.48194457458333, 36.89004054386892 55.48144275574932, 36.88666581893451 55.47704461711628, 36.89108949999695 55.47314841788576, 36.89888779822414 55.47364990691639, 36.90226389717993 55.47804792495039, 36.89784032407471 55.48194457458333))",0.0
99,"POLYGON ((36.89784032407471 55.48194457458333, 36.90226389717993 55.47804792495039, 36.91006399660559 55.47854888426554, 36.91344200546348 55.48294682281728, 36.90901854096799 55.48684392290428, 36.90121695881716 55.48634263395496, 36.89784032407471 55.48194457458333))",0.0
100,"POLYGON ((36.89888779822414 55.47364990691639, 36.89108949999695 55.47314841788576, 36.88771531011822 55.46875032076082, 36.89213804483052 55.46485383323691, 36.89993486163637 55.46535499246461, 36.90331042496376 55.46975296898867, 36.89888779822414 55.47364990691639))",0.0
101,"POLYGON ((36.89946636265341 55.40678485969663, 36.90725282508689 55.40728371031676, 36.91062464344268 55.41168139144494, 36.90620863010213 55.41558034259825, 36.8984206901394 55.41508116217858, 36.89505024123321 55.41068336043556, 36.89946636265341 55.40678485969663))",0.0
102,"POLYGON ((36.90027717989247 55.3691996274046, 36.90364496140003 55.3735972129885, 36.89923261025811 55.3774968603309, 36.89145236993026 55.37699847168919, 36.88808595550159 55.37260076570114, 36.89249841413569 55.3687015687285, 36.90027717989247 55.3691996274046))",0.0
103,"POLYGON ((36.90121695881716 55.48634263395496, 36.90901854096799 55.48684392290428, 36.91239708634403 55.49124190262306, 36.90797267506851 55.49513871424126, 36.90016960963448 55.4946370956574, 36.89679243894705 55.49023899512041, 36.90121695881716 55.48634263395496))",0.0
104,"POLYGON ((36.90155647980959 55.39019152300764, 36.89714224432212 55.39409059739443, 36.88935905319163 55.39359154881954, 36.88599157341315 55.3891937558552, 36.89040591636211 55.38529513183472, 36.89818763181442 55.3857938504427, 36.90155647980959 55.39019152300764))",0.0
