,geometry,id,population
34,"POLYGON ((55.81573431937411 37.77393370646481, 55.81180139868961 37.77834223269218, 55.81225864704321 37.78627380598541, 55.81664913219476 37.78979839054522, 55.82058250711052 37.78539002494325, 55.82012494261401 37.77745691395479, 55.81573431937411 37.77393370646481))","[101349, 101636, 101638, 102086, 102148, 103164, 103548, 103596, 103626, 108524, 109363, 109642, 110060, 116565, 121173, 122752]",2468.6657003528962
35,"POLYGON ((55.28030732188807 37.15032652314078, 55.28078670835409 37.1581088392379, 55.28518162648017 37.16150412958448, 55.28909728323047 37.15711574810781, 55.28861757036466 37.14933195470981, 55.28422252717834 37.1459380202769, 55.28030732188807 37.15032652314078))",[],0.0
36,"POLYGON ((55.40288406784659 37.23786107194611, 55.40727874247538 37.24127710375731, 55.41119518038884 37.23688036738236, 55.41071649180329 37.22906747242875, 55.40632169036047 37.22565280282269, 55.40240570428725 37.23004966577509, 55.40288406784659 37.23786107194611))",[],0.0
37,"POLYGON ((55.6617735499752 37.36554555715671, 55.66225176255838 37.37341662279984, 55.66664603405979 37.37687251544805, 55.67056222296277 37.37245596622123, 55.6700836878158 37.36458338826434, 55.66568928635964 37.361128872043, 55.6617735499752 37.36554555715671))","[100564, 108038, 108110, 108550, 121439, 124812]",0.0
38,"POLYGON ((55.743722547663 37.47521650311452, 55.74419654214166 37.48311172291468, 55.74858996755332 37.4865893815215, 55.75250953073491 37.48217044106379, 55.75203521546716 37.47427369909751, 55.74764165783684 37.47079741995231, 55.743722547663 37.47521650311452))","[100140, 100448, 104636, 104767, 105079, 105089, 108049, 108060, 108077, 108097, 108144, 108778, 109351, 109892, 121608, 122344, 122797, 124245, 124606, 124607]",0.0
39,"POLYGON ((55.69569759916806 37.79860996264072, 55.69175993085294 37.80300420379014, 55.69221187553233 37.8109145804036, 55.69660180451201 37.81443224526947, 55.70053992708193 37.81003816522571, 55.70008766638801 37.80212625901066, 55.69569759916806 37.79860996264072))","[100059, 100135, 100458, 100472, 100482, 100557, 100680, 100686, 100703, 104199, 104471, 104472, 104485, 104539, 105598, 105622, 106372, 108247, 108259, 108952, 109378, 118209, 119672, 119673]",21950.143306754413
40,"POLYGON ((55.84963225076029 37.56680878560933, 55.85402510048262 37.5703067555762, 55.857945974145 37.5658813875915, 55.85747354465211 37.55795790118326, 55.85308056086708 37.55446131586964, 55.84916014060781 37.55888683211142, 55.84963225076029 37.56680878560933))","[100331, 103320, 103331, 103340, 103346, 103402, 103630, 103917, 106671, 106895, 106896, 107195, 108517, 109098, 109352, 109890, 110031, 110095, 119840, 122329, 123250, 124605]",8164.899757586703
41,"POLYGON ((55.73623901568448 37.70275049736451, 55.73669861100619 37.71066175668747, 55.74108970155989 37.71416963282005, 55.7450213332949 37.70976487605328, 55.74456142054823 37.70185208725923, 55.740170193521 37.69834558490244, 55.73623901568448 37.70275049736451))","[100256, 100481, 100482, 101209, 103029, 103336, 105786, 106205, 106333, 106356, 106394, 108247, 108391, 108393, 108430, 108862, 109296, 116479, 118391, 122235, 123177, 123255, 123692, 124326]",10245.185863128203
42,"POLYGON ((55.24418574174801 37.107656980398, 55.24466660007694 37.11542923661112, 55.24906174973794 37.1188158490272, 55.25297616528677 37.11442885095821, 55.2524949798779 37.10665512148464, 55.24809970603017 37.10326986352715, 55.24418574174801 37.107656980398))",[],0.0
43,"POLYGON ((55.30265740039069 37.24180600339879, 55.29826314574984 37.23839849019725, 55.29434348110846 37.24278320648254, 55.29481761928396 37.25057530952636, 55.29921174710285 37.25398417759464, 55.30313186359805 37.24959958794098, 55.30265740039069 37.24180600339879))",[],0.0
44,"POLYGON ((55.39019728749768 37.44402449843573, 55.39066203879318 37.45185011629204, 55.39505463539045 37.45529396111399, 55.39898261151991 37.45091083150944, 55.39851753830843 37.44308371836313, 55.39412481091311 37.43964123030334, 55.39019728749768 37.44402449843573))",[124573],0.0
45,"POLYGON ((55.47465149588236 36.91448651472041, 55.47854888426554 36.91006399660559, 55.47804792495039 36.90226389717993, 55.47364990691639 36.89888779822414, 55.46975296898867 36.90331042496376, 55.47025359867 36.91110904222199, 55.47465149588236 36.91448651472041))",[],0.0
46,"POLYGON ((55.43125246951483 37.2227022537055, 55.42733733649516 37.22710192917562, 55.42781667513141 37.23491780338235, 55.43221147178173 37.23833549239981, 55.43612705663909 37.23393594349382, 55.4356473929784 37.22611857881593, 55.43125246951483 37.2227022537055))","[109174, 121908]",0.0
47,"POLYGON ((55.41466438764537 36.95736474751707, 55.41515993411823 36.96515722705131, 55.41955713650158 36.96853749808597, 55.42345891416236 36.96412392100272, 55.42296303873595 36.95632996133706, 55.41856571463269 36.95295105907355, 55.41466438764537 36.95736474751707))",[],0.0
48,"POLYGON ((55.37046034286088 37.32426082754578, 55.37485408257012 37.32768582509848, 55.37877595198263 37.32329747620226, 55.37830362946931 37.31548399833655, 55.37390976139648 37.31206035900462, 55.36998834417072 37.31644883912725, 55.37046034286088 37.32426082754578))",[],0.0
49,"POLYGON ((55.32726741242513 37.09762075118626, 55.32775154156356 37.10540776494236, 55.3321471333913 37.10879979960691, 55.33605872028009 37.1044034606122, 55.33557426405982 37.09661496804809, 55.3311785480627 37.09322429347434, 55.32726741242513 37.09762075118626))",[],0.0
50,"POLYGON ((55.63680609515849 37.72139664980541, 55.63287075126333 37.72578918490434, 55.63332566236998 37.73368240917011, 55.63771623462722 37.7371846207527, 55.64165203245282 37.73279224188656, 55.64119680406131 37.72489749500688, 55.63680609515849 37.72139664980541))","[100328, 100467, 100642, 102459, 102618, 105919, 106388, 107606, 108248, 108467, 108492, 108514, 108615, 108866, 108966, 109249, 109250, 109542, 112409, 120006, 121489, 121609, 121624, 121988, 124204]",5120.360864927255
51,"POLYGON ((55.26702750767623 37.206784574599, 55.2714219233517 37.21018528379015, 55.27534051447254 37.20580112313915, 55.27486423822688 37.19801612908878, 55.27046969660742 37.19461677388666, 55.26655155714766 37.19900105855801, 55.26702750767623 37.206784574599))",[],0.0
52,"POLYGON ((55.45074706446446 37.26765925758401, 55.4468301238001 37.27205842282635, 55.44730730628038 37.27988145563719, 55.45170175372851 37.28330681644969, 55.45561914642627 37.27890778042099, 55.45514163961253 37.27108325417513, 55.45074706446446 37.26765925758401))","[109174, 121908]",0.0
53,"POLYGON ((55.33655353093388 36.978842965737, 55.34045816654422 36.97443879538566, 55.33996558063536 36.96665961203173, 55.33556868809568 36.96328607379652, 55.33166450317449 36.96769035563869, 55.33215676013413 36.97546806441165, 55.33655353093388 36.978842965737))",[],0.0
54,"POLYGON ((55.69444144244565 37.42126609485832, 55.69491723169158 37.4291477103984, 55.69931105391106 37.43261389721684, 55.70322921799647 37.42819709131963, 55.70275310706947 37.4203139591257, 55.69835915376806 37.4168491496788, 55.69444144244565 37.42126609485832))","[105254, 121130, 121135, 121163, 123686, 124653]",0.0
55,"POLYGON ((55.72647710650552 37.53677453808954, 55.72694673036698 37.54467119309696, 55.73133949134409 37.5481557413819, 55.73526276182178 37.54374225793975, 55.73479281804828 37.53584407990681, 55.73039992373892 37.53236090853917, 55.72647710650552 37.53677453808954))","[100004, 100140, 100820, 103170, 103193, 104963, 105079, 105221, 106375, 107193, 108444, 109341, 109351, 109892, 112214, 117669, 118038, 119065, 119067, 119070, 119846, 121126, 123603, 124572, 124606, 124607, 124728, 124729, 124738]",5053.398865821841
56,"POLYGON ((55.47943570145175 37.53658170364945, 55.47550551423284 37.5409683667861, 55.47596695736258 37.54881753412462, 55.48035890801147 37.55228154291373, 55.48428954836683 37.54789502435739, 55.48382778490726 37.54004435223754, 55.47943570145175 37.53658170364945))","[117363, 123004, 124630, 124632]",0.0
57,"POLYGON ((55.50892052011201 37.26081844564029, 55.50500557597103 37.26522418737156, 55.50548502876717 37.27305768611032, 55.50987975000143 37.27648694032492, 55.51379514617192 37.27208132778527, 55.51331536904863 37.26424633164766, 55.50892052011201 37.26081844564029))",[123316],0.0
58,"POLYGON ((55.81573431937411 37.77393370646481, 55.81527619132729 37.76600240529738, 55.81088545894976 37.76248116749831, 55.80695299245014 37.76688985365298, 55.80741080417266 37.77481961788051, 55.81180139868961 37.77834223269218, 55.81573431937411 37.77393370646481))","[100256, 101636, 101999, 102086, 102148, 103164, 103548, 103556, 103596, 103626, 106211, 108524, 108789, 109363, 110012, 116565, 117082, 121173, 121460, 122752, 123927]",6370.318181561633
59,"POLYGON ((55.25098028346802 37.14991613741129, 55.24706395016533 37.15430091164665, 55.24754203103295 37.16207732409193, 55.25193677157274 37.16547043719555, 55.2558535563415 37.16108578437479, 55.25537514907442 37.15330789684867, 55.25098028346802 37.14991613741129))",[],0.0
60,"POLYGON ((55.87525397140805 37.43633198277161, 55.87916724238531 37.43189644747795, 55.87868580724481 37.42397921227919, 55.87429142243818 37.42049904239465, 55.87037860433873 37.42493471838016, 55.87085971819815 37.4328504237569, 55.87525397140805 37.43633198277161))","[100205, 105219, 107204, 107716, 109992, 121772, 124605, 124911]",0.0
61,"POLYGON ((55.70850836762482 37.65801809341456, 55.7041167847366 37.65452059289905, 55.70018684902837 37.65892423649081, 55.70064804252868 37.66682522788422, 55.70503948985723 37.67032410078122, 55.70896987927468 37.66592061010176, 55.70850836762482 37.65801809341456))","[100482, 101454, 101541, 102554, 102852, 102853, 102854, 103170, 103735, 105579, 107519, 108247, 108261, 108288, 109231, 110051, 110057, 116299, 118102, 118104, 118105, 118106, 118497, 119847, 120741, 121283, 121752, 123194, 123989, 123990]",12526.357965985942
62,"POLYGON ((55.76231006590169 37.79156912499535, 55.75837468260941 37.79597088802089, 55.75882915530858 37.8038935179183, 55.76321932725735 37.80741591890123, 55.76715516481576 37.80301431709849, 55.76670037612988 37.79509015288939, 55.76231006590169 37.79156912499535))","[100256, 101714, 101983, 101996, 103609, 106396, 106925, 107161, 108075, 108109, 108695, 108699, 109299, 109957, 109960, 114134, 117096, 119848, 123927, 123951]",9062.190545599238
63,"POLYGON ((55.81269973647765 37.4395176622309, 55.81222087165485 37.43161264921208, 55.80782672946508 37.42813707345282, 55.80391158363695 37.43256512604783, 55.80439012715919 37.44046861392523, 55.80878413778013 37.44394557415139, 55.81269973647765 37.4395176622309))","[100203, 105294, 105307, 105315, 108060, 108262, 108263, 108441, 108482, 109343, 109345, 109826, 109831, 109833, 121260, 121311, 123381, 123482, 124911, 124958]",0.0
64,"POLYGON ((55.39856200456615 37.16758346549206, 55.40295731318115 37.17098967128039, 55.40687018774977 37.16658937289067, 55.40638730213111 37.15878274591539, 55.40199186803002 37.15537790354871, 55.39807944500361 37.15977832454639, 55.39856200456615 37.16758346549206))",[],0.0
65,"POLYGON ((55.70614507069391 37.76169113232393, 55.70220962047944 37.76608867048144, 55.70266419678322 37.77399823754931, 55.70705453981842 37.77751179537626, 55.71099044415408 37.77311441628837, 55.71053555130396 37.76520332010433, 55.70614507069391 37.76169113232393))","[100458, 100472, 100482, 100685, 100686, 103802, 103901, 104542, 105611, 106372, 108247, 108259, 108960, 108963, 109440, 109504, 109899, 109913, 112025, 112026, 116020, 116171, 116570, 118472, 119622, 119623, 119756, 121868, 122305, 123066, 123080, 123095, 123096, 123100, 123101, 123107, 123399, 125076]",24659.872203886796
66,"POLYGON ((55.36676781930174 37.1949577217921, 55.37116275114187 37.19836500557714, 55.37507794982029 37.19396963985859, 55.37459776498244 37.18616686621237, 55.37020270721089 37.18276094317972, 55.3662879601786 37.18715643285184, 55.36676781930174 37.1949577217921))",[],0.0
67,"POLYGON ((55.42104079521227 36.99192242881568, 55.42153442120639 36.99971881087458, 55.42593134135172 37.00310426462289, 55.42983475791635 36.99869196802782, 55.42934080347774 36.99089410416655, 55.42494376094935 36.9875100188906, 55.42104079521227 36.99192242881568))",[],0.0
68,"POLYGON ((55.17386080249508 37.05359875961034, 55.1699474050091 37.05798087532518, 55.1704289417305 37.06573544537681, 55.17482420383087 37.06910936582965, 55.17873805234827 37.0647273657408, 55.17825618770383 37.05697132938796, 55.17386080249508 37.05359875961034))",[],0.0
69,"POLYGON ((55.69644966605178 37.38532805818609, 55.69692774860521 37.39320728009931, 55.70132192985702 37.39666876464902, 55.70523815899659 37.39224964917511, 55.70475975423678 37.38436891171117, 55.70036544257376 37.38090880546751, 55.69644966605178 37.38532805818609))","[121130, 121135, 124653]",0.0
70,"POLYGON ((55.85133425609064 37.66634625917614, 55.84694240007362 37.66283546871878, 55.84301616001449 37.66725392821049, 55.8434813221777 37.67518302390181, 55.84787304211056 37.67869519610633, 55.85179973599404 37.67427689107299, 55.85133425609064 37.66634625917614))","[103968, 104172, 105742, 106771, 108231, 108446, 108592, 109325, 109346, 110032, 110050, 116187, 116491, 119836, 119854, 119856, 119862, 121738, 121744, 124989]",0.0
71,"POLYGON ((55.57048571735345 37.66110885604677, 55.57094269272601 37.66898524681906, 55.57533374410816 37.67247344241537, 55.57926795542848 37.66808388369505, 55.57881066168683 37.66020597710308, 55.5744194750234 37.65671914524767, 55.57048571735345 37.66110885604677))","[101880, 102373, 105767, 105903, 108313, 108461, 108462, 110722, 111000, 116388, 118009, 123922]",11196.04625042507
72,"POLYGON ((55.57971469889708 37.32361552032649, 55.57579847311563 37.32802518636249, 55.57627628745588 37.33587697382068, 55.58067065082463 37.33932059977247, 55.58458732892813 37.33491106693046, 55.58410919131086 37.32705777474929, 55.57971469889708 37.32361552032649))",[],0.0
73,"POLYGON ((55.32874323931716 36.98764931747666, 55.32483758345213 36.99205149906035, 55.32532812566205 36.99982983195741, 55.32972465231699 37.00320745803353, 55.33363075897554 36.99880538926215, 55.33313988815532 36.99102558141574, 55.32874323931716 36.98764931747666))",[],0.0
74,"POLYGON ((55.74451763478903 37.55861445222111, 55.74498646839485 37.5665162476761, 55.74937905733034 37.57000528557019, 55.75330294647795 37.5655911505786, 55.75283379331932 37.5576878300067, 55.74844107059569 37.55420016974135, 55.74451763478903 37.55861445222111))","[100004, 100140, 100820, 103170, 103193, 105079, 105558, 105790, 105802, 107152, 107200, 107229, 108444, 108629, 109892, 114346, 114347, 116217, 117669, 117873, 117874, 117875, 117877, 119839, 119846, 119855, 120459, 123394, 123396, 124572, 124738, 124778, 124780, 124781, 124782, 124783, 124793, 124794, 124800]",4700.732337199999
75,"POLYGON ((55.49598980341842 37.39255036588622, 55.50038335013768 37.3959949632914, 55.50430526584028 37.39159725601375, 55.50383318227578 37.38375481525818, 55.49943950563324 37.38031158282804, 55.49551804244865 37.38470942598561, 55.49598980341842 37.39255036588622))",[],0.0
76,"POLYGON ((55.78028861547951 37.52676694413106, 55.77981619681132 37.51886142872087, 55.77542301137306 37.51537674991319, 55.77150237770016 37.5197962059996, 55.77197447629345 37.52770019563748, 55.77636752860471 37.53118625476319, 55.78028861547951 37.52676694413106))","[103489, 103719, 103721, 103722, 103731, 105079, 106429, 106847, 106849, 107200, 108331, 108445, 109350, 109892, 112354, 113672, 116212, 116217, 117480, 117481, 121355, 121378, 121410, 122277, 122445, 123533, 123547, 123609]",8325.608555439694
77,"POLYGON ((55.63244735549922 37.36497753067992, 55.62853046825102 37.36939043465475, 55.62900739056197 37.37725545679982, 55.63340152266174 37.38070908478717, 55.63731886242749 37.37629631669889, 55.63684161754597 37.36842978454219, 55.63244735549922 37.36497753067992))","[100564, 102561, 105522, 108038, 108110, 121439, 124570, 124812, 124965]",0.0
78,"POLYGON ((55.38194490960061 37.16957048179608, 55.38146300215124 37.1617683112287, 55.37706769318115 37.15836511115458, 55.37315441711889 37.16276271973749, 55.37363599851129 37.1705634059556, 55.37803118199285 37.17396796775114, 55.38194490960061 37.16957048179608))",[],0.0
79,"POLYGON ((55.73790968751936 37.87782233996592, 55.74229902512959 37.88135296855837, 55.7462393039761 37.87695799187214, 55.74578979065249 37.8690322210826, 55.74140031343108 37.86550296245653, 55.73746048911519 37.86989810445257, 55.73790968751936 37.87782233996592))","[101266, 101353, 101836, 102173, 102174, 102233, 102300, 102301, 102306, 103589, 103605, 103687, 108066, 108068, 108643, 108730, 109921, 116234, 117187, 117188, 117189, 117190, 117191, 117192, 117193, 117194, 117195, 120561, 121946, 122903, 123061, 123113, 123128]",34820.239534814806
80,"POLYGON ((55.4396162939055 37.15479652411326, 55.44010048374538 37.16260910081762, 55.44449599745066 37.16601804991566, 55.44840744682913 37.16161305623675, 55.44792293093491 37.15379899069587, 55.44352729174665 37.15039140786022, 55.4396162939055 37.15479652411326))",[],0.0
